windows_run_0,windows_run_1,window_mean
143,143,143.0
144,144,144.0
145,145,145.0
146,146,146.0
147,147,147.0
148,148,148.0
149,149,149.0
150,150,150.0
151,151,151.0
152,152,152.0
153,153,153.0
154,154,154.0
155,155,155.0
156,156,156.0
157,157,157.0
158,158,158.0
159,159,159.0
160,160,160.0
161,161,161.0
162,162,162.0
163,163,163.0
164,164,164.0
165,165,165.0
166,166,166.0
167,167,167.0
168,168,168.0
169,169,169.0
170,170,170.0
171,150,160.5
172,172,172.0
173,173,173.0
174,174,174.0
175,175,175.0
176,176,176.0
177,177,177.0
178,178,178.0
179,179,179.0
180,180,180.0
181,181,181.0
182,182,182.0
183,183,183.0
184,184,184.0
185,185,185.0
186,186,186.0
187,187,187.0
188,188,188.0
189,189,189.0
190,190,190.0
191,191,191.0
192,192,192.0
193,193,193.0
194,194,194.0
195,195,195.0
196,196,196.0
197,197,197.0
198,198,198.0
199,199,199.0
200,200,200.0
200,201,200.5
202,202,202.0
203,203,203.0
150,200,175.0
205,205,205.0
200,206,203.0
150,207,178.5
208,200,204.0
209,209,209.0
150,210,180.0
211,211,211.0
212,212,212.0
200,213,206.5
214,214,214.0
215,215,215.0
216,216,216.0
200,217,208.5
218,218,218.0
219,219,219.0
220,200,210.0
221,221,221.0
222,222,222.0
223,223,223.0
224,224,224.0
225,225,225.0
226,226,226.0
227,227,227.0
228,228,228.0
229,229,229.0
230,230,230.0
231,231,231.0
232,232,232.0
233,200,216.5
234,234,234.0
235,235,235.0
236,236,236.0
150,150,150.0
238,238,238.0
239,239,239.0
240,240,240.0
241,241,241.0
200,242,221.0
243,243,243.0
244,244,244.0
245,200,222.5
246,246,246.0
247,247,247.0
248,248,248.0
249,249,249.0
250,250,250.0
251,251,251.0
250,250,250.0
253,253,253.0
250,250,250.0
250,250,250.0
250,250,250.0
250,250,250.0
258,258,258.0
250,259,254.5
250,250,250.0
250,261,255.5
150,250,200.0
263,263,263.0
264,264,264.0
265,265,265.0
266,266,266.0
267,267,267.0
268,268,268.0
250,269,259.5
270,250,260.0
271,250,260.5
272,272,272.0
273,273,273.0
274,274,274.0
250,275,262.5
276,276,276.0
277,277,277.0
278,278,278.0
279,279,279.0
280,250,265.0
250,281,265.5
282,282,282.0
283,283,283.0
284,284,284.0
285,285,285.0
286,286,286.0
287,250,268.5
288,250,269.0
289,289,289.0
290,150,220.0
291,150,220.5
292,100,196.0
100,293,196.5
100,294,197.0
100,295,197.5
296,296,296.0
100,100,100.0
298,100,199.0
100,299,199.5
100,300,200.0
301,100,200.5
100,100,100.0
303,300,301.5
100,100,100.0
305,305,305.0
306,100,203.0
307,100,203.5
308,300,304.0
309,100,204.5
300,310,305.0
300,100,200.0
300,300,300.0
313,300,306.5
300,314,307.0
315,200,257.5
316,316,316.0
317,317,317.0
318,318,318.0
319,319,319.0
300,320,310.0
321,321,321.0
322,250,286.0
323,323,323.0
324,324,324.0
325,325,325.0
326,326,326.0
327,327,327.0
328,328,328.0
329,329,329.0
330,300,315.0
250,331,290.5
332,332,332.0
300,333,316.5
300,334,317.0
335,335,335.0
300,336,318.0
337,337,337.0
250,338,294.0
300,339,319.5
340,340,340.0
341,341,341.0
342,342,342.0
343,343,343.0
344,344,344.0
345,345,345.0
346,250,298.0
347,347,347.0
348,348,348.0
349,349,349.0
350,350,350.0
351,351,351.0
352,352,352.0
350,353,351.5
354,354,354.0
355,355,355.0
356,356,356.0
357,357,357.0
358,358,358.0
350,359,354.5
350,360,355.0
361,361,361.0
362,250,306.0
363,363,363.0
364,350,357.0
365,365,365.0
366,350,358.0
367,350,358.5
368,368,368.0
369,369,369.0
370,370,370.0
371,371,371.0
372,372,372.0
373,373,373.0
300,374,337.0
375,375,375.0
376,376,376.0
377,377,377.0
378,378,378.0
250,300,275.0
380,350,365.0
381,350,365.5
382,382,382.0
383,383,383.0
384,350,367.0
385,385,385.0
386,386,386.0
387,387,387.0
388,388,388.0
389,389,389.0
390,350,370.0
391,391,391.0
300,392,346.0
393,393,393.0
394,394,394.0
395,395,395.0
396,396,396.0
397,350,373.5
398,250,324.0
399,399,399.0
400,400,400.0
401,250,325.5
400,400,400.0
403,403,403.0
404,404,404.0
405,400,402.5
406,406,406.0
400,407,403.5
408,250,329.0
400,409,404.5
400,400,400.0
411,250,330.5
412,412,412.0
413,400,406.5
414,250,332.0
415,415,415.0
400,416,408.0
417,417,417.0
418,418,418.0
419,419,419.0
420,420,420.0
421,421,421.0
422,422,422.0
423,423,423.0
424,424,424.0
425,250,337.5
426,426,426.0
427,427,427.0
428,428,428.0
429,429,429.0
430,430,430.0
431,431,431.0
432,432,432.0
433,433,433.0
434,434,434.0
435,435,435.0
436,436,436.0
437,437,437.0
438,438,438.0
439,100,269.5
440,440,440.0
441,400,420.5
442,442,442.0
443,100,271.5
444,444,444.0
445,445,445.0
446,400,423.0
447,447,447.0
448,448,448.0
100,100,100.0
450,100,275.0
450,451,450.5
450,450,450.0
450,450,450.0
450,450,450.0
450,450,450.0
456,450,453.0
457,450,453.5
450,458,454.0
450,459,454.5
460,460,460.0
450,450,450.0
462,462,462.0
463,450,456.5
464,450,457.0
465,450,457.5
450,466,458.0
467,467,467.0
468,468,468.0
469,469,469.0
470,300,385.0
350,400,375.0
450,472,461.0
473,473,473.0
474,350,412.0
475,300,387.5
476,400,438.0
350,477,413.5
478,478,478.0
479,479,479.0
300,480,390.0
350,450,400.0
300,482,391.0
483,483,483.0
484,484,484.0
485,450,467.5
486,400,443.0
487,487,487.0
400,450,425.0
489,489,489.0
490,490,490.0
491,491,491.0
492,492,492.0
493,493,493.0
494,494,494.0
495,495,495.0
496,496,496.0
497,497,497.0
498,498,498.0
499,499,499.0
450,450,450.0
501,501,501.0
502,502,502.0
503,503,503.0
500,504,502.0
505,500,502.5
506,506,506.0
500,507,503.5
450,508,479.0
509,509,509.0
510,510,510.0
511,511,511.0
512,512,512.0
513,350,431.5
400,350,375.0
350,515,432.5
500,500,500.0
500,500,500.0
518,518,518.0
350,400,375.0
520,520,520.0
400,521,460.5
522,522,522.0
523,523,523.0
350,500,425.0
525,525,525.0
526,526,526.0
527,350,438.5
528,528,528.0
529,100,314.5
350,500,425.0
531,531,531.0
350,532,441.0
150,533,341.5
534,534,534.0
100,150,125.0
100,100,100.0
150,537,343.5
538,538,538.0
539,539,539.0
540,350,445.0
541,541,541.0
100,542,321.0
543,100,321.5
544,544,544.0
100,545,322.5
100,100,100.0
547,547,547.0
100,100,100.0
549,549,549.0
550,100,325.0
551,100,325.5
550,552,551.0
550,550,550.0
400,554,477.0
550,550,550.0
100,556,328.0
500,500,500.0
550,558,554.0
400,500,450.0
550,560,555.0
561,550,555.5
400,100,250.0
550,563,556.5
564,550,557.0
550,565,557.5
100,550,325.0
567,567,567.0
100,400,250.0
569,400,484.5
450,570,510.0
450,100,275.0
572,572,572.0
573,573,573.0
574,100,337.0
575,100,337.5
400,576,488.0
577,577,577.0
578,578,578.0
579,579,579.0
550,580,565.0
550,550,550.0
550,550,550.0
550,550,550.0
550,550,550.0
550,150,350.0
550,550,550.0
150,300,225.0
450,450,450.0
450,150,300.0
450,450,450.0
150,250,200.0
100,250,175.0
450,100,275.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
600,200,400.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
450,100,275.0
200,100,150.0
100,100,100.0
100,300,200.0
100,100,100.0
100,100,100.0
100,100,100.0
450,450,450.0
100,100,100.0
100,100,100.0
100,200,150.0
100,300,200.0
250,100,175.0
100,400,250.0
150,100,125.0
250,150,200.0
200,100,150.0
250,100,175.0
250,100,175.0
250,200,225.0
100,100,100.0
100,100,100.0
200,100,150.0
100,100,100.0
100,100,100.0
200,100,150.0
450,100,275.0
100,250,175.0
100,450,275.0
100,100,100.0
100,150,125.0
200,100,150.0
100,100,100.0
450,200,325.0
100,100,100.0
150,100,125.0
100,100,100.0
300,100,200.0
100,100,100.0
100,500,300.0
100,100,100.0
100,100,100.0
200,100,150.0
500,200,350.0
100,100,100.0
150,100,125.0
550,100,325.0
100,200,150.0
100,450,275.0
100,200,150.0
100,100,100.0
100,200,150.0
200,200,200.0
250,150,200.0
150,150,150.0
100,150,125.0
100,250,175.0
100,150,125.0
150,200,175.0
150,150,150.0
150,150,150.0
150,150,150.0
150,500,325.0
200,150,175.0
150,150,150.0
150,150,150.0
150,150,150.0
150,150,150.0
450,450,450.0
350,150,250.0
150,100,125.0
200,150,175.0
500,150,325.0
500,100,300.0
100,200,150.0
350,200,275.0
150,100,125.0
100,100,100.0
100,200,150.0
100,100,100.0
100,100,100.0
100,200,150.0
100,100,100.0
250,200,225.0
100,250,175.0
100,200,150.0
100,350,225.0
200,250,225.0
100,100,100.0
350,200,275.0
250,100,175.0
300,100,200.0
100,100,100.0
100,200,150.0
100,200,150.0
100,200,150.0
200,100,150.0
100,200,150.0
300,100,200.0
100,150,125.0
200,100,150.0
150,200,175.0
550,150,350.0
150,250,200.0
150,200,175.0
200,500,350.0
200,200,200.0
200,200,200.0
200,100,150.0
450,100,275.0
250,150,200.0
200,150,175.0
150,200,175.0
100,200,150.0
200,200,200.0
200,250,225.0
300,250,275.0
100,200,150.0
100,200,150.0
250,150,200.0
200,650,425.0
250,100,175.0
200,300,250.0
200,250,225.0
250,100,175.0
100,200,150.0
100,250,175.0
100,200,150.0
200,250,225.0
250,200,225.0
200,150,175.0
200,300,250.0
250,300,275.0
250,250,250.0
200,200,200.0
200,250,225.0
250,200,225.0
200,300,250.0
200,600,400.0
200,150,175.0
300,200,250.0
250,250,250.0
250,150,200.0
150,200,175.0
200,250,225.0
300,250,275.0
300,200,250.0
250,400,325.0
250,300,275.0
200,200,200.0
250,300,275.0
150,300,225.0
300,300,300.0
200,300,250.0
250,200,225.0
350,300,325.0
100,300,200.0
200,400,300.0
200,250,225.0
300,300,300.0
150,400,275.0
150,300,225.0
200,300,250.0
300,100,200.0
300,200,250.0
300,350,325.0
150,100,125.0
100,100,100.0
300,300,300.0
100,200,150.0
300,300,300.0
100,300,200.0
150,300,225.0
250,350,300.0
150,300,225.0
250,300,275.0
100,250,175.0
200,300,250.0
150,350,250.0
100,100,100.0
100,300,200.0
150,100,125.0
250,100,175.0
100,350,225.0
250,100,175.0
200,350,275.0
350,300,325.0
450,100,275.0
100,100,100.0
100,200,150.0
100,300,200.0
350,350,350.0
300,650,475.0
100,350,225.0
100,200,150.0
350,300,325.0
150,250,200.0
350,200,275.0
100,100,100.0
400,100,250.0
350,400,375.0
350,200,275.0
350,300,325.0
400,200,300.0
300,300,300.0
350,250,300.0
250,400,325.0
250,100,175.0
300,400,350.0
400,300,350.0
300,250,275.0
450,300,375.0
350,250,300.0
200,150,175.0
250,150,200.0
300,350,325.0
350,250,300.0
150,350,250.0
200,150,175.0
300,150,225.0
350,300,325.0
300,250,275.0
350,300,325.0
250,150,200.0
150,350,250.0
300,300,300.0
350,300,325.0
350,400,375.0
150,300,225.0
200,150,175.0
300,400,350.0
150,150,150.0
300,300,300.0
300,350,325.0
300,300,300.0
350,200,275.0
150,200,175.0
250,300,275.0
200,150,175.0
350,200,275.0
150,150,150.0
150,200,175.0
500,400,450.0
200,400,300.0
150,350,250.0
400,200,300.0
150,350,250.0
400,350,375.0
250,150,200.0
150,300,225.0
350,250,300.0
400,400,400.0
450,150,300.0
350,200,275.0
350,400,375.0
400,400,400.0
200,400,300.0
400,400,400.0
150,400,275.0
150,150,150.0
350,350,350.0
100,500,300.0
350,350,350.0
350,450,400.0
450,300,375.0
400,400,400.0
400,400,400.0
400,350,375.0
350,400,375.0
200,400,300.0
400,100,250.0
400,450,425.0
100,550,325.0
400,100,250.0
200,100,150.0
100,100,100.0
450,200,325.0
400,200,300.0
100,250,175.0
400,400,400.0
450,400,425.0
200,200,200.0
350,300,325.0
200,150,175.0
450,200,325.0
450,450,450.0
350,400,375.0
350,200,275.0
350,400,375.0
200,400,300.0
400,150,275.0
400,400,400.0
500,450,475.0
450,350,400.0
200,400,300.0
150,400,275.0
450,400,425.0
250,200,225.0
200,450,325.0
450,450,450.0
100,100,100.0
400,300,350.0
100,200,150.0
100,250,175.0
100,100,100.0
300,450,375.0
300,150,225.0
100,400,250.0
100,350,225.0
100,400,250.0
450,450,450.0
250,350,300.0
250,450,350.0
450,450,450.0
100,100,100.0
250,300,275.0
150,450,300.0
150,300,225.0
150,100,125.0
400,450,425.0
350,450,400.0
450,450,450.0
450,400,425.0
400,450,425.0
450,150,300.0
400,450,425.0
450,400,425.0
450,350,400.0
450,450,450.0
450,450,450.0
450,450,450.0
500,450,475.0
400,450,425.0
400,200,300.0
500,450,475.0
500,400,450.0
450,450,450.0
500,300,400.0
450,450,450.0
450,450,450.0
500,450,475.0
250,400,325.0
250,450,350.0
250,500,375.0
500,450,475.0
400,600,500.0
100,450,275.0
450,250,350.0
500,150,325.0
450,150,300.0
200,100,150.0
450,450,450.0
450,150,300.0
500,400,450.0
500,500,500.0
250,450,350.0
450,450,450.0
200,250,225.0
100,400,250.0
450,500,475.0
450,500,475.0
350,100,225.0
200,500,350.0
300,500,400.0
500,450,475.0
550,450,500.0
450,600,525.0
450,500,475.0
500,500,500.0
500,500,500.0
450,500,475.0
500,500,500.0
500,450,475.0
400,450,425.0
500,400,450.0
150,500,325.0
500,200,350.0
500,500,500.0
150,350,250.0
450,400,425.0
500,450,475.0
200,450,325.0
500,550,525.0
450,450,450.0
550,500,525.0
450,500,475.0
500,500,500.0
200,500,350.0
400,500,450.0
500,500,500.0
400,500,450.0
500,450,475.0
500,450,475.0
550,500,525.0
550,500,525.0
500,550,525.0
550,500,525.0
450,500,475.0
550,550,550.0
100,400,250.0
500,550,525.0
450,500,475.0
550,450,500.0
550,550,550.0
500,550,525.0
550,100,325.0
500,550,525.0
550,550,550.0
150,400,275.0
550,500,525.0
100,550,325.0
550,400,475.0
550,150,350.0
550,550,550.0
100,250,175.0
550,550,550.0
550,550,550.0
500,100,300.0
550,550,550.0
550,400,475.0
500,500,500.0
500,400,450.0
100,500,300.0
200,550,375.0
100,100,100.0
100,100,100.0
100,500,300.0
100,550,325.0
100,500,300.0
450,500,475.0
100,100,100.0
600,550,575.0
100,100,100.0
600,550,575.0
200,600,400.0
550,600,575.0
550,550,550.0
600,150,375.0
600,550,575.0
200,550,375.0
250,550,400.0
100,550,325.0
450,450,450.0
550,550,550.0
500,500,500.0
100,550,325.0
150,100,125.0
500,450,475.0
500,100,300.0
150,550,350.0
550,500,525.0
550,550,550.0
550,150,350.0
100,100,100.0
100,100,100.0
150,100,125.0
100,100,100.0
100,100,100.0
100,500,300.0
100,100,100.0
100,100,100.0
100,100,100.0
550,100,325.0
150,100,125.0
100,100,100.0
100,100,100.0
100,100,100.0
150,100,125.0
100,600,350.0
100,100,100.0
100,100,100.0
550,600,575.0
100,100,100.0
600,600,600.0
100,100,100.0
550,150,350.0
150,150,150.0
550,150,350.0
150,550,350.0
650,550,600.0
100,100,100.0
600,600,600.0
650,100,375.0
150,100,125.0
200,650,425.0
100,550,325.0
400,100,250.0
150,150,150.0
600,650,625.0
200,200,200.0
600,650,625.0
250,600,425.0
600,350,475.0
200,150,175.0
150,150,150.0
250,150,200.0
200,150,175.0
650,150,400.0
250,150,200.0
150,150,150.0
150,200,175.0
150,150,150.0
150,150,150.0
150,200,175.0
150,150,150.0
150,150,150.0
100,150,125.0
100,150,125.0
150,150,150.0
200,100,150.0
150,150,150.0
150,100,125.0
100,100,100.0
100,100,100.0
150,100,125.0
150,100,125.0
200,150,175.0
200,150,175.0
100,100,100.0
100,100,100.0
200,100,150.0
650,100,375.0
150,150,150.0
150,200,175.0
200,200,200.0
200,200,200.0
200,200,200.0
100,100,100.0
200,100,150.0
200,200,200.0
150,100,125.0
200,200,200.0
200,150,175.0
100,200,150.0
200,150,175.0
150,150,150.0
150,150,150.0
150,200,175.0
150,150,150.0
150,150,150.0
150,150,150.0
100,100,100.0
100,100,100.0
200,100,150.0
100,150,125.0
150,100,125.0
150,100,125.0
100,150,125.0
200,100,150.0
100,100,100.0
100,100,100.0
100,100,100.0
100,200,150.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
200,150,175.0
100,100,100.0
150,150,150.0
200,100,150.0
100,100,100.0
150,100,125.0
100,150,125.0
150,100,125.0
150,150,150.0
150,150,150.0
150,100,125.0
100,150,125.0
100,100,100.0
100,100,100.0
150,100,125.0
100,200,150.0
100,100,100.0
150,150,150.0
200,150,175.0
100,150,125.0
100,150,125.0
200,100,150.0
100,100,100.0
150,200,175.0
100,100,100.0
200,200,200.0
700,250,475.0
150,200,175.0
150,150,150.0
100,200,150.0
250,150,200.0
250,250,250.0
200,200,200.0
200,250,225.0
200,250,225.0
150,150,150.0
250,150,200.0
250,250,250.0
200,200,200.0
200,250,225.0
200,250,225.0
150,150,150.0
250,250,250.0
250,150,200.0
150,150,150.0
150,150,150.0
200,250,225.0
200,250,225.0
150,200,175.0
150,200,175.0
200,250,225.0
200,150,175.0
100,100,100.0
250,250,250.0
150,250,200.0
200,100,150.0
100,150,125.0
200,200,200.0
250,200,225.0
200,100,150.0
150,200,175.0
200,150,175.0
100,100,100.0
100,150,125.0
150,100,125.0
100,100,100.0
100,150,125.0
150,150,150.0
250,250,250.0
100,100,100.0
200,150,175.0
100,100,100.0
300,150,225.0
200,250,225.0
100,150,125.0
250,200,225.0
100,400,250.0
150,200,175.0
250,100,175.0
200,100,150.0
150,300,225.0
250,400,325.0
200,200,200.0
200,300,250.0
200,300,250.0
200,200,200.0
250,250,250.0
300,300,300.0
250,350,300.0
300,200,250.0
300,250,275.0
250,250,250.0
300,200,250.0
300,300,300.0
250,300,275.0
300,100,200.0
300,250,275.0
100,300,200.0
300,150,225.0
100,250,175.0
250,250,250.0
100,100,100.0
250,250,250.0
250,250,250.0
100,100,100.0
250,250,250.0
250,100,175.0
250,250,250.0
100,250,175.0
300,300,300.0
250,250,250.0
250,250,250.0
300,250,275.0
250,250,250.0
150,100,125.0
150,300,225.0
300,150,225.0
100,150,125.0
300,200,250.0
300,250,275.0
150,300,225.0
300,150,225.0
350,300,325.0
100,350,225.0
350,350,350.0
300,300,300.0
350,300,325.0
150,150,150.0
300,150,225.0
300,350,325.0
400,350,375.0
300,300,300.0
300,350,325.0
350,300,325.0
300,300,300.0
100,300,200.0
250,350,300.0
300,300,300.0
150,250,200.0
300,300,300.0
350,300,325.0
250,300,275.0
100,150,125.0
350,100,225.0
300,350,325.0
350,250,300.0
350,350,350.0
300,350,325.0
100,100,100.0
100,100,100.0
300,250,275.0
300,350,325.0
100,100,100.0
100,350,225.0
150,300,225.0
350,300,325.0
300,200,250.0
100,300,200.0
150,350,250.0
350,300,325.0
300,300,300.0
300,350,325.0
100,300,200.0
300,350,325.0
300,100,200.0
300,350,325.0
300,350,325.0
350,100,225.0
350,300,325.0
300,300,300.0
300,100,200.0
350,350,350.0
300,350,325.0
350,300,325.0
350,350,350.0
350,350,350.0
350,350,350.0
350,350,350.0
100,350,225.0
350,350,350.0
300,350,325.0
300,350,325.0
350,300,325.0
300,350,325.0
400,300,350.0
300,350,325.0
350,300,325.0
400,300,350.0
400,350,375.0
300,400,350.0
350,350,350.0
350,400,375.0
400,350,375.0
400,200,300.0
400,300,350.0
350,350,350.0
400,350,375.0
350,350,350.0
400,350,375.0
300,400,350.0
350,350,350.0
350,350,350.0
400,350,375.0
350,400,375.0
350,350,350.0
300,350,325.0
350,350,350.0
100,100,100.0
100,350,225.0
350,350,350.0
100,350,225.0
350,100,225.0
100,100,100.0
100,100,100.0
100,100,100.0
100,350,225.0
100,100,100.0
100,100,100.0
100,100,100.0
100,350,225.0
100,100,100.0
350,100,225.0
100,100,100.0
100,100,100.0
400,150,275.0
150,150,150.0
100,150,125.0
100,100,100.0
350,100,225.0
350,400,375.0
100,100,100.0
100,100,100.0
100,100,100.0
350,150,250.0
100,100,100.0
100,150,125.0
100,350,225.0
350,150,250.0
100,100,100.0
100,100,100.0
100,100,100.0
100,400,250.0
100,100,100.0
150,100,125.0
350,100,225.0
100,100,100.0
400,250,325.0
100,350,225.0
100,350,225.0
400,400,400.0
100,200,150.0
200,150,175.0
200,400,300.0
200,200,200.0
150,200,175.0
400,200,300.0
150,200,175.0
150,150,150.0
200,150,175.0
200,450,325.0
200,150,175.0
200,400,300.0
200,200,200.0
200,200,200.0
400,400,400.0
400,400,400.0
150,150,150.0
200,400,300.0
150,150,150.0
400,400,400.0
150,400,275.0
150,150,150.0
150,150,150.0
150,150,150.0
150,150,150.0
200,150,175.0
100,150,125.0
150,150,150.0
400,450,425.0
100,150,125.0
100,100,100.0
350,400,375.0
100,100,100.0
400,100,250.0
400,100,250.0
100,150,125.0
100,150,125.0
100,350,225.0
100,100,100.0
150,100,125.0
100,400,250.0
150,150,150.0
400,100,250.0
400,100,250.0
450,150,300.0
400,400,400.0
100,400,250.0
100,400,250.0
400,250,325.0
250,400,325.0
100,400,250.0
250,450,350.0
400,100,250.0
250,400,325.0
500,450,475.0
100,450,275.0
500,250,375.0
450,450,450.0
400,100,250.0
450,250,350.0
450,250,350.0
250,450,350.0
250,450,350.0
450,150,300.0
100,400,250.0
400,450,425.0
450,400,425.0
100,100,100.0
450,100,275.0
250,150,200.0
450,100,275.0
400,250,325.0
150,450,300.0
200,100,150.0
150,450,300.0
100,100,100.0
250,450,350.0
450,250,350.0
450,100,275.0
100,450,275.0
450,450,450.0
500,450,475.0
250,100,175.0
250,100,175.0
450,450,450.0
450,450,450.0
