windows_run_0,windows_run_1,window_mean
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
147,147,147.0
75,50,62.5
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
154,154,154.0
155,75,115.0
156,75,115.5
157,157,157.0
158,158,158.0
75,75,75.0
75,150,112.5
75,161,118.0
100,150,125.0
163,163,163.0
164,164,164.0
100,100,100.0
166,166,166.0
150,75,112.5
100,75,87.5
169,150,159.5
100,75,87.5
75,75,75.0
172,172,172.0
173,173,173.0
100,150,125.0
175,175,175.0
176,176,176.0
100,177,138.5
178,178,178.0
175,100,137.5
100,180,140.0
175,181,178.0
100,182,141.0
183,100,141.5
175,100,137.5
100,185,142.5
150,100,125.0
187,187,187.0
188,188,188.0
175,189,182.0
190,100,145.0
75,191,133.0
192,192,192.0
193,100,146.5
194,194,194.0
195,195,195.0
196,50,123.0
197,197,197.0
198,198,198.0
199,199,199.0
150,200,175.0
201,201,201.0
202,200,201.0
203,175,189.0
204,204,204.0
205,205,205.0
206,206,206.0
150,207,178.5
100,100,100.0
100,209,154.5
150,150,150.0
211,100,155.5
100,212,156.0
213,213,213.0
50,100,75.0
175,175,175.0
216,216,216.0
50,50,50.0
50,50,50.0
219,50,134.5
220,220,220.0
221,221,221.0
222,222,222.0
223,223,223.0
224,224,224.0
225,225,225.0
100,226,163.0
227,227,227.0
228,228,228.0
200,229,214.5
230,50,140.0
50,231,140.5
232,232,232.0
233,233,233.0
150,234,192.0
235,225,230.0
236,236,236.0
237,237,237.0
238,238,238.0
239,150,194.5
150,240,195.0
50,241,145.5
175,50,112.5
150,100,125.0
244,244,244.0
245,245,245.0
246,100,173.0
247,247,247.0
248,248,248.0
249,249,249.0
150,250,200.0
250,251,250.5
252,252,252.0
253,225,239.0
254,254,254.0
255,255,255.0
256,256,256.0
250,257,253.5
258,258,258.0
50,259,154.5
260,50,155.0
250,261,255.5
262,262,262.0
263,263,263.0
264,264,264.0
265,265,265.0
266,225,245.5
267,267,267.0
268,268,268.0
75,269,172.0
270,270,270.0
271,271,271.0
150,272,211.0
150,273,211.5
50,274,162.0
50,150,100.0
276,276,276.0
277,277,277.0
278,278,278.0
50,150,100.0
280,150,215.0
50,281,165.5
282,50,166.0
283,283,283.0
75,284,179.5
50,50,50.0
286,50,168.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,75,62.5
50,50,50.0
296,50,173.0
125,297,211.0
298,75,186.5
75,299,187.0
75,300,187.5
75,301,188.0
302,75,188.5
303,303,303.0
75,75,75.0
75,100,87.5
75,306,190.5
100,100,100.0
300,100,200.0
309,100,204.5
100,75,87.5
311,75,193.0
225,75,150.0
100,313,206.5
100,314,207.0
50,50,50.0
316,50,183.0
317,50,183.5
50,50,50.0
50,50,50.0
50,50,50.0
321,150,235.5
322,50,186.0
323,50,186.5
324,324,324.0
325,325,325.0
300,300,300.0
327,327,327.0
325,328,326.5
300,325,312.5
300,330,315.0
331,331,331.0
332,332,332.0
333,333,333.0
300,275,287.5
335,150,242.5
336,50,193.0
300,337,318.5
50,338,194.0
339,50,194.5
275,340,307.5
341,341,341.0
50,300,175.0
50,50,50.0
344,300,322.0
50,50,50.0
200,50,125.0
50,50,50.0
50,348,199.0
50,349,199.5
350,350,350.0
351,100,225.5
352,50,201.0
50,75,62.5
300,175,237.5
50,50,50.0
50,50,50.0
50,50,50.0
358,358,358.0
50,50,50.0
75,50,62.5
50,75,62.5
75,362,218.5
75,363,219.0
350,364,357.0
75,365,220.0
100,366,233.0
75,300,187.5
75,75,75.0
75,75,75.0
300,75,187.5
75,75,75.0
75,100,87.5
75,373,224.0
75,75,75.0
375,75,225.0
75,100,87.5
377,75,226.0
100,100,100.0
100,50,75.0
100,300,200.0
50,50,50.0
50,50,50.0
50,50,50.0
300,50,175.0
50,50,50.0
386,50,218.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
125,125,125.0
50,300,175.0
125,300,212.5
125,50,87.5
395,395,395.0
300,300,300.0
397,397,397.0
398,398,398.0
150,399,274.5
75,400,237.5
150,300,225.0
150,402,276.0
403,403,403.0
404,75,239.5
150,75,112.5
150,406,278.0
407,75,241.0
75,408,241.5
50,50,50.0
75,75,75.0
411,100,255.5
412,412,412.0
413,413,413.0
414,414,414.0
415,100,257.5
416,150,283.0
417,100,258.5
100,150,125.0
419,419,419.0
420,300,360.0
421,150,285.5
422,422,422.0
423,423,423.0
175,100,137.5
425,175,300.0
426,426,426.0
427,427,427.0
428,300,364.0
429,429,429.0
430,430,430.0
431,175,303.0
425,432,428.5
433,433,433.0
434,100,267.0
75,350,212.5
436,436,436.0
350,100,225.0
75,300,187.5
300,175,237.5
440,440,440.0
441,441,441.0
300,442,371.0
443,300,371.5
444,444,444.0
445,445,445.0
446,446,446.0
447,100,273.5
50,448,249.0
449,449,449.0
450,175,312.5
100,451,275.5
450,450,450.0
450,450,450.0
450,100,275.0
100,450,275.0
456,456,456.0
457,457,457.0
458,458,458.0
459,459,459.0
460,460,460.0
300,461,380.5
462,50,256.0
463,463,463.0
464,50,257.0
465,465,465.0
466,466,466.0
325,375,350.0
468,468,468.0
469,469,469.0
470,470,470.0
471,471,471.0
300,300,300.0
473,473,473.0
100,474,287.0
475,300,387.5
476,476,476.0
477,475,476.0
478,478,478.0
50,475,262.5
480,475,477.5
50,300,175.0
225,482,353.5
50,50,50.0
484,484,484.0
300,485,392.5
486,300,393.0
350,50,200.0
225,50,137.5
225,225,225.0
490,75,282.5
491,491,491.0
100,225,162.5
493,493,493.0
494,494,494.0
495,495,495.0
496,496,496.0
497,497,497.0
498,498,498.0
499,499,499.0
500,300,400.0
501,300,400.5
502,502,502.0
50,50,50.0
504,504,504.0
325,50,187.5
506,506,506.0
507,507,507.0
508,508,508.0
375,509,442.0
510,50,280.0
300,300,300.0
300,512,406.0
513,425,469.0
375,375,375.0
175,515,345.0
500,500,500.0
517,517,517.0
518,518,518.0
519,50,284.5
520,50,285.0
521,50,285.5
522,522,522.0
50,523,286.5
524,75,299.5
525,525,525.0
350,350,350.0
527,350,438.5
528,450,489.0
525,529,527.0
525,530,527.5
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
275,450,362.5
75,545,310.0
75,546,310.5
75,547,311.0
548,75,311.5
125,75,100.0
100,550,325.0
550,75,312.5
75,75,75.0
553,550,551.5
554,554,554.0
555,475,515.0
100,75,87.5
300,557,428.5
100,558,329.0
525,559,542.0
560,525,542.5
561,561,561.0
150,300,225.0
563,300,431.5
300,300,300.0
565,565,565.0
566,566,566.0
567,567,567.0
568,568,568.0
569,569,569.0
570,570,570.0
571,100,335.5
550,572,561.0
50,573,311.5
574,125,349.5
575,575,575.0
50,576,313.0
325,50,187.5
578,578,578.0
500,575,537.5
580,150,365.0
500,575,537.5
582,575,578.5
500,575,537.5
500,500,500.0
500,500,500.0
500,150,325.0
450,175,312.5
350,350,350.0
375,175,275.0
50,350,200.0
500,275,387.5
50,592,321.0
100,200,150.0
350,275,312.5
175,425,300.0
275,275,275.0
275,275,275.0
75,100,87.5
75,125,100.0
125,150,137.5
100,100,100.0
75,100,87.5
75,75,75.0
125,75,100.0
150,150,150.0
100,225,162.5
50,150,100.0
150,50,100.0
50,100,75.0
100,50,75.0
50,100,75.0
100,100,100.0
350,100,225.0
100,100,100.0
125,100,112.5
100,100,100.0
100,225,162.5
150,150,150.0
150,150,150.0
150,100,125.0
150,150,150.0
50,150,100.0
100,50,75.0
50,50,50.0
50,50,50.0
100,50,75.0
75,75,75.0
100,75,87.5
75,75,75.0
75,75,75.0
150,75,112.5
75,75,75.0
100,75,87.5
100,100,100.0
75,100,87.5
75,100,87.5
100,100,100.0
100,125,112.5
75,100,87.5
100,100,100.0
100,75,87.5
100,125,112.5
100,100,100.0
100,125,112.5
75,125,100.0
150,75,112.5
75,75,75.0
75,100,87.5
75,100,87.5
75,75,75.0
250,100,175.0
100,100,100.0
150,100,125.0
100,100,100.0
100,125,112.5
100,100,100.0
125,100,112.5
75,100,87.5
100,100,100.0
75,100,87.5
75,100,87.5
100,75,87.5
150,150,150.0
150,200,175.0
150,150,150.0
150,75,112.5
150,150,150.0
150,175,162.5
50,150,100.0
150,150,150.0
150,175,162.5
150,175,162.5
525,225,375.0
150,175,162.5
150,50,100.0
100,50,75.0
125,50,87.5
678,150,414.0
125,250,187.5
200,50,125.0
50,50,50.0
125,50,87.5
50,125,87.5
50,125,87.5
125,125,125.0
125,175,150.0
125,125,125.0
200,125,162.5
150,125,137.5
225,175,200.0
200,225,212.5
150,150,150.0
275,200,237.5
75,275,175.0
225,150,187.5
50,150,100.0
75,75,75.0
150,150,150.0
225,175,200.0
200,150,175.0
75,200,137.5
150,150,150.0
200,150,175.0
75,200,137.5
150,150,150.0
75,75,75.0
100,75,87.5
100,150,125.0
100,200,150.0
100,150,125.0
75,150,112.5
75,75,75.0
75,275,175.0
75,75,75.0
100,275,187.5
100,100,100.0
75,100,87.5
100,100,100.0
175,100,137.5
100,100,100.0
100,100,100.0
325,100,212.5
50,100,75.0
50,100,75.0
150,100,125.0
275,100,187.5
100,100,100.0
375,300,337.5
50,100,75.0
275,100,187.5
125,275,200.0
100,100,100.0
425,125,275.0
150,100,125.0
150,100,125.0
225,150,187.5
225,100,162.5
150,50,100.0
100,75,87.5
225,225,225.0
100,50,75.0
625,50,337.5
100,200,150.0
225,100,162.5
75,50,62.5
75,225,150.0
150,100,125.0
225,75,150.0
175,225,200.0
75,275,175.0
350,75,212.5
75,425,250.0
350,575,462.5
75,225,150.0
150,150,150.0
225,300,262.5
150,175,162.5
50,50,50.0
175,375,275.0
75,225,150.0
375,150,262.5
225,250,237.5
225,225,225.0
75,75,75.0
75,75,75.0
75,75,75.0
75,75,75.0
75,75,75.0
75,75,75.0
75,75,75.0
75,75,75.0
75,100,87.5
75,75,75.0
75,75,75.0
75,75,75.0
100,100,100.0
100,75,87.5
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,375,237.5
100,175,137.5
100,100,100.0
100,125,112.5
50,100,75.0
100,125,112.5
125,125,125.0
125,125,125.0
100,125,112.5
125,125,125.0
125,125,125.0
125,125,125.0
125,75,100.0
125,75,100.0
125,75,100.0
75,125,100.0
125,125,125.0
325,125,225.0
100,125,112.5
200,150,175.0
150,125,137.5
200,125,162.5
150,125,137.5
225,150,187.5
350,350,350.0
350,150,250.0
150,125,137.5
300,150,225.0
150,150,150.0
150,325,237.5
75,75,75.0
325,350,337.5
75,75,75.0
150,150,150.0
150,150,150.0
325,150,237.5
300,150,225.0
150,75,112.5
225,150,187.5
150,375,262.5
100,100,100.0
100,100,100.0
150,150,150.0
100,100,100.0
150,150,150.0
100,100,100.0
150,150,150.0
425,150,287.5
150,100,125.0
400,350,375.0
100,150,125.0
300,300,300.0
175,250,212.5
100,275,187.5
175,50,112.5
175,175,175.0
175,175,175.0
175,175,175.0
375,250,312.5
175,175,175.0
250,600,425.0
375,250,312.5
300,275,287.5
250,175,212.5
175,425,300.0
100,175,137.5
325,300,312.5
300,100,200.0
200,175,187.5
375,175,275.0
175,100,137.5
450,400,425.0
300,200,250.0
250,375,312.5
250,175,212.5
800,200,500.0
175,275,225.0
300,50,175.0
250,550,400.0
200,200,200.0
275,50,162.5
75,200,137.5
375,375,375.0
200,200,200.0
75,75,75.0
125,200,162.5
50,200,125.0
200,375,287.5
200,125,162.5
50,275,162.5
75,100,87.5
200,200,200.0
200,125,162.5
200,225,212.5
225,50,137.5
75,100,87.5
575,225,400.0
100,100,100.0
75,100,87.5
100,50,75.0
150,225,187.5
50,50,50.0
50,50,50.0
100,50,75.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,50,50.0
50,450,250.0
50,50,50.0
75,75,75.0
425,75,250.0
50,75,62.5
75,50,62.5
75,50,62.5
75,75,75.0
75,50,62.5
75,75,75.0
75,75,75.0
75,75,75.0
75,75,75.0
75,75,75.0
75,75,75.0
75,350,212.5
100,75,87.5
100,50,75.0
150,75,112.5
75,75,75.0
50,150,100.0
100,75,87.5
75,100,87.5
450,150,300.0
100,150,125.0
150,100,125.0
100,475,287.5
475,475,475.0
100,75,87.5
75,800,437.5
150,100,125.0
500,475,487.5
100,100,100.0
150,50,100.0
300,50,175.0
50,100,75.0
50,75,62.5
450,50,250.0
50,50,50.0
75,50,62.5
150,50,100.0
150,50,100.0
700,150,425.0
100,100,100.0
300,50,175.0
450,50,250.0
50,100,75.0
50,150,100.0
75,100,87.5
50,50,50.0
50,575,312.5
350,50,200.0
50,75,62.5
100,100,100.0
425,50,237.5
550,875,712.5
75,550,312.5
325,375,350.0
75,150,112.5
525,500,512.5
225,100,162.5
100,150,125.0
550,75,312.5
75,500,287.5
650,100,375.0
550,75,312.5
425,150,287.5
475,75,275.0
150,500,325.0
300,75,187.5
75,75,75.0
175,75,125.0
150,75,112.5
900,450,675.0
75,75,75.0
150,650,400.0
100,875,487.5
100,500,300.0
100,575,337.5
100,75,87.5
100,100,100.0
550,550,550.0
150,150,150.0
100,600,350.0
100,700,400.0
550,500,525.0
375,100,237.5
500,100,300.0
100,500,300.0
625,150,387.5
100,100,100.0
100,375,237.5
500,200,350.0
100,100,100.0
100,250,175.0
500,100,300.0
375,100,237.5
100,100,100.0
500,100,300.0
100,525,312.5
175,100,137.5
450,375,412.5
500,525,512.5
175,50,112.5
125,575,350.0
500,175,337.5
450,400,425.0
125,150,137.5
125,125,125.0
450,125,287.5
525,125,325.0
600,400,500.0
425,525,475.0
525,225,375.0
475,125,300.0
225,125,175.0
450,550,500.0
125,550,337.5
475,225,350.0
550,200,375.0
775,125,450.0
100,150,125.0
550,475,512.5
500,350,425.0
150,525,337.5
550,475,512.5
900,100,500.0
550,625,587.5
725,950,837.5
475,550,512.5
550,550,550.0
475,850,662.5
150,150,150.0
150,425,287.5
625,475,550.0
200,150,175.0
550,475,512.5
375,550,462.5
375,225,300.0
550,625,587.5
500,550,525.0
150,150,150.0
500,475,487.5
150,950,550.0
575,575,575.0
650,250,450.0
575,400,487.5
450,575,512.5
650,575,612.5
250,600,425.0
575,900,737.5
575,575,575.0
150,525,337.5
250,650,450.0
575,175,375.0
175,600,387.5
575,475,525.0
175,575,375.0
900,650,775.0
600,725,662.5
825,600,712.5
900,50,475.0
625,875,750.0
650,575,612.5
625,575,600.0
625,825,725.0
450,250,350.0
250,625,437.5
900,600,750.0
75,275,175.0
100,100,100.0
100,450,275.0
825,100,462.5
575,100,337.5
600,575,587.5
475,1025,750.0
600,150,375.0
150,600,375.0
150,100,125.0
1096,150,623.0
875,150,512.5
100,300,200.0
200,100,150.0
625,200,412.5
500,200,350.0
150,150,150.0
150,875,512.5
625,700,662.5
100,575,337.5
850,600,725.0
600,500,550.0
875,575,725.0
850,100,475.0
625,900,762.5
200,700,450.0
300,300,300.0
625,75,350.0
300,150,225.0
175,300,237.5
575,625,600.0
600,150,375.0
625,600,612.5
500,150,325.0
150,150,150.0
150,150,150.0
150,150,150.0
75,150,112.5
150,150,150.0
150,150,150.0
150,150,150.0
150,150,150.0
100,200,150.0
150,150,150.0
150,100,125.0
100,100,100.0
150,100,125.0
150,150,150.0
150,150,150.0
75,150,112.5
125,100,112.5
150,75,112.5
150,150,150.0
150,150,150.0
75,100,87.5
100,75,87.5
100,100,100.0
75,100,87.5
100,75,87.5
100,75,87.5
75,100,87.5
150,100,125.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
100,100,100.0
75,100,87.5
100,150,125.0
150,100,125.0
100,100,100.0
75,100,87.5
100,100,100.0
225,75,150.0
100,100,100.0
75,100,87.5
100,75,87.5
100,100,100.0
100,125,112.5
100,125,112.5
100,100,100.0
75,100,87.5
100,200,150.0
100,225,162.5
150,100,125.0
100,100,100.0
100,100,100.0
150,100,125.0
175,100,137.5
100,100,100.0
175,150,162.5
175,175,175.0
175,175,175.0
100,175,137.5
100,225,162.5
100,175,137.5
125,100,112.5
350,200,275.0
125,175,150.0
100,125,112.5
250,125,187.5
200,475,337.5
375,200,287.5
125,125,125.0
200,150,175.0
125,200,162.5
200,200,200.0
200,200,200.0
150,625,387.5
200,200,200.0
200,200,200.0
200,200,200.0
200,200,200.0
200,125,162.5
150,325,237.5
200,225,212.5
600,250,425.0
550,400,475.0
150,150,150.0
125,425,275.0
150,150,150.0
125,150,137.5
175,150,162.5
150,150,150.0
400,125,262.5
650,175,412.5
400,175,287.5
275,625,450.0
225,225,225.0
275,150,212.5
175,150,162.5
225,175,200.0
150,150,150.0
175,150,162.5
250,150,200.0
225,150,187.5
225,225,225.0
150,225,187.5
225,150,187.5
225,250,237.5
225,175,200.0
150,225,187.5
725,175,450.0
275,225,250.0
225,250,237.5
175,175,175.0
250,175,212.5
200,175,187.5
250,275,262.5
150,275,212.5
150,250,200.0
175,200,187.5
225,300,262.5
300,250,275.0
150,250,200.0
250,200,225.0
250,300,275.0
250,175,212.5
175,250,212.5
275,300,287.5
225,300,262.5
425,250,337.5
300,775,537.5
200,275,237.5
275,200,237.5
275,425,350.0
425,300,362.5
700,275,487.5
275,825,550.0
300,275,287.5
200,225,212.5
200,200,200.0
275,400,337.5
225,300,262.5
275,200,237.5
275,300,287.5
300,275,287.5
325,275,300.0
325,275,300.0
225,200,212.5
75,275,175.0
275,300,287.5
275,225,250.0
225,275,250.0
300,225,262.5
275,200,237.5
275,275,275.0
225,225,225.0
275,275,275.0
200,275,237.5
400,225,312.5
225,225,225.0
275,225,250.0
300,300,300.0
225,300,262.5
225,100,162.5
50,450,250.0
450,225,337.5
225,300,262.5
300,475,387.5
750,800,775.0
475,450,462.5
250,350,300.0
300,300,300.0
775,225,500.0
350,350,350.0
300,225,262.5
275,825,550.0
300,350,325.0
300,300,300.0
225,325,275.0
325,275,300.0
300,225,262.5
325,350,337.5
300,425,362.5
350,325,337.5
325,350,337.5
75,425,250.0
425,500,462.5
75,350,212.5
75,275,175.0
75,100,87.5
100,500,300.0
75,250,162.5
300,75,187.5
100,100,100.0
100,75,87.5
100,100,100.0
100,350,225.0
300,100,200.0
100,350,225.0
325,350,337.5
75,100,87.5
375,350,362.5
350,100,225.0
100,325,212.5
375,100,237.5
300,350,325.0
450,100,275.0
300,375,337.5
300,300,300.0
300,300,300.0
100,350,225.0
100,450,275.0
350,350,350.0
350,350,350.0
75,350,212.5
350,375,362.5
275,500,387.5
350,275,312.5
275,375,325.0
125,350,237.5
350,350,350.0
350,300,325.0
275,300,287.5
300,300,300.0
350,350,350.0
375,75,225.0
550,375,462.5
350,375,362.5
300,300,300.0
275,350,312.5
150,400,275.0
350,300,325.0
300,300,300.0
925,300,612.5
350,850,600.0
400,300,350.0
375,300,337.5
300,375,337.5
300,300,300.0
300,475,387.5
400,550,475.0
300,75,187.5
375,375,375.0
300,300,300.0
375,100,237.5
400,425,412.5
300,300,300.0
150,400,275.0
425,75,250.0
150,300,225.0
375,400,387.5
400,375,387.5
625,350,487.5
100,100,100.0
100,75,87.5
100,100,100.0
100,375,237.5
100,100,100.0
100,150,125.0
375,100,237.5
100,400,250.0
300,100,200.0
300,100,200.0
100,100,100.0
125,150,137.5
100,175,137.5
300,425,362.5
400,75,237.5
325,300,312.5
125,125,125.0
125,125,125.0
125,350,237.5
325,350,337.5
425,125,275.0
125,125,125.0
125,400,262.5
125,125,125.0
125,125,125.0
125,125,125.0
125,325,225.0
350,125,237.5
150,125,137.5
150,125,137.5
125,75,100.0
75,425,250.0
75,75,75.0
150,350,250.0
75,75,75.0
125,350,237.5
75,150,112.5
450,75,262.5
75,75,75.0
125,300,212.5
150,225,187.5
350,150,250.0
75,75,75.0
75,100,87.5
425,125,275.0
425,425,425.0
150,150,150.0
350,150,250.0
100,100,100.0
100,100,100.0
150,150,150.0
100,350,225.0
100,225,162.5
150,150,150.0
175,150,162.5
150,175,162.5
100,150,125.0
100,100,100.0
150,300,225.0
300,100,200.0
175,150,162.5
150,175,162.5
175,175,175.0
100,100,100.0
100,100,100.0
175,175,175.0
175,175,175.0
175,175,175.0
100,175,137.5
375,100,237.5
100,125,112.5
125,175,150.0
100,100,100.0
375,175,275.0
100,175,137.5
450,125,287.5
175,375,275.0
175,125,150.0
175,175,175.0
175,100,137.5
125,175,150.0
100,125,112.5
100,100,100.0
125,175,150.0
475,375,425.0
100,175,137.5
175,400,287.5
200,175,187.5
175,175,175.0
200,400,300.0
500,200,350.0
400,525,462.5
275,200,237.5
200,425,312.5
200,425,312.5
150,150,150.0
200,225,212.5
150,150,150.0
125,150,137.5
500,150,325.0
300,225,262.5
225,150,187.5
125,225,175.0
100,225,162.5
300,225,262.5
400,300,350.0
300,475,387.5
225,425,325.0
425,425,425.0
100,225,162.5
225,225,225.0
425,225,325.0
300,425,362.5
425,300,362.5
225,125,175.0
225,300,262.5
225,225,225.0
225,425,325.0
425,500,462.5
300,225,262.5
225,225,225.0
475,225,350.0
225,425,325.0
425,225,325.0
225,225,225.0
225,225,225.0
75,225,150.0
425,225,325.0
425,425,425.0
225,675,450.0
